circuit_id,n_qubits,gate_count,observable_size,is_projector,is_stabilizer,epsilon,delta,bernstein,n_threads,xi,h_old,h_new,result,requested_shots,variance_shots,variance_hat,std_hat,sigma_max,variance_bound,observable_norm,observable_norm_is_exact,cpu_time_ns,wall_time_ns
19,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,1.905284456641e+01,41793,1337,-5.365770385493e-01,0,1000,1.555893544028e-03,1.680485486475e-01,2.755248046203e+00,7.591391796103e+00,4.472135955000e+00,0,150144000,12616151
20,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,1.683171221711e+01,32617,1170,-3.611490746539e-01,0,884,1.418969046120e-03,1.417750340105e-01,2.572863613654e+00,6.619627174462e+00,4.472135955000e+00,0,121673000,9415097
21,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,1.446051750772e+01,24074,978,-1.996901928724e-01,0,759,7.947930003485e-04,9.115822383458e-02,2.345408183823e+00,5.500939548745e+00,4.472135955000e+00,0,98546000,7842246
22,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,1.207901622892e+01,16798,809,-1.184439510691e-01,0,634,6.147025140516e-04,6.696518324762e-02,2.127512290487e+00,4.526308546175e+00,4.472135955000e+00,0,93892000,7457733
23,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,9.807589105717e+00,11074,651,-6.511410200648e-02,0,515,4.530981274753e-04,4.668134906291e-02,1.903346307583e+00,3.622727166590e+00,4.472135955000e+00,0,65736000,5342038
24,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,7.738324227815e+00,6894,508,-2.352549113538e-02,0,406,2.228103562535e-04,2.582852532658e-02,1.676164050841e+00,2.809525925333e+00,4.472135955000e+00,0,51532000,5194027
25,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,5.931125932650e+00,4050,391,-1.409207556441e-02,0,311,2.163807082068e-04,1.950883862941e-02,1.465311887428e+00,2.147138927437e+00,4.472135955000e+00,0,41472000,4545466
26,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,4.414324581158e+00,2243,291,-5.762918872754e-03,0,231,8.482869302906e-05,9.091188304425e-03,1.258352190951e+00,1.583450236471e+00,4.472135955000e+00,0,33327000,2896194
27,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,3.188881064495e+00,1171,212,-1.880236476707e-03,0,167,2.339071856287e-05,3.448618118843e-03,1.065723996697e+00,1.135767637135e+00,4.472135955000e+00,0,21315000,1935715
28,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,2.234842448517e+00,575,151,0.000000000000e+00,0,117,0.000000000000e+00,0.000000000000e+00,8.905755237562e-01,7.931247635136e-01,4.472135955000e+00,0,15233000,2219709
29,20,140,20,0,0,2.000000000000e-01,2.000000000000e-01,1,24,1.518648160933e+00,266,107,0.000000000000e+00,0,79,0.000000000000e+00,0.000000000000e+00,7.380107791808e-01,5.446599101870e-01,4.472135955000e+00,0,10171000,1170825
30,20,140,20,0,1,2.000000000000e-01,2.000000000000e-01,1,24,1.000000000000e+00,1,0,0.000000000000e+00,0,0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.472135955000e+00,0,123000,94704
