60 520
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
cx 37 3
cx 17 3
cx 8 13
cx 47 13
u1 13 -0.680678
cx 47 13
cx 8 13
cx 47 33
cx 44 33
u1 33 -0.680678
cx 44 33
cx 47 33
cx 52 40
cx 55 40
u1 40 0.680678
cx 55 40
cx 52 40
cx 26 12
cx 43 12
u1 12 0.680678
cx 43 12
cx 26 12
cx 48 10
cx 42 10
u1 10 0.680678
cx 42 10
cx 48 10
cx 18 31
cx 24 31
u1 31 0.680678
cx 24 31
cx 18 31
cx 43 39
cx 25 39
u1 39 0.680678
cx 25 39
cx 43 39
cx 16 48
cx 14 48
u1 48 -0.680678
cx 14 48
cx 16 48
cx 40 35
cx 23 35
u1 35 0.680678
cx 23 35
cx 40 35
cx 37 49
cx 20 49
u1 49 0.680678
cx 20 49
cx 37 49
cx 52 22
cx 28 22
u1 22 -0.680678
cx 28 22
cx 52 22
cx 9 32
cx 57 32
u1 32 -0.680678
cx 57 32
cx 9 32
cx 3 14
cx 53 14
u1 14 0.680678
cx 53 14
cx 3 14
cx 4 54
cx 43 54
u1 54 -0.680678
cx 43 54
cx 4 54
cx 2 8
cx 51 8
u1 8 -0.680678
cx 51 8
cx 2 8
cx 33 39
cx 57 39
u1 39 -0.680678
cx 57 39
cx 33 39
cx 5 29
cx 56 29
u1 29 -0.680678
cx 56 29
cx 5 29
cx 10 28
cx 17 28
u1 28 0.680678
cx 17 28
cx 10 28
cx 46 45
cx 9 45
u1 45 0.680678
cx 9 45
cx 46 45
cx 31 33
cx 30 33
u1 33 0.680678
cx 30 33
cx 31 33
cx 27 53
cx 13 53
u1 53 0.680678
cx 13 53
cx 27 53
cx 4 41
cx 39 41
u1 41 -0.680678
cx 39 41
cx 4 41
cx 51 55
cx 35 55
u1 55 0.680678
cx 35 55
cx 51 55
cx 51 17
cx 41 17
u1 17 0.680678
cx 41 17
cx 51 17
cx 25 40
cx 9 40
u1 40 0.680678
cx 9 40
cx 25 40
cx 8 44
cx 55 44
u1 44 0.680678
cx 55 44
cx 8 44
sx 0
sx 1
sx 2
sx 3
sx 4
sx 5
sx 6
sx 7
sx 8
sx 9
sx 10
sx 11
sx 12
sx 13
sx 14
sx 15
sx 16
sx 17
sx 18
sx 19
sx 20
sx 21
sx 22
sx 23
sx 24
sx 25
sx 26
sx 27
sx 28
sx 29
sx 30
sx 31
sx 32
sx 33
sx 34
sx 35
sx 36
sx 37
sx 38
sx 39
sx 40
sx 41
sx 42
sx 43
sx 44
sx 45
sx 46
sx 47
sx 48
sx 49
sx 50
sx 51
sx 52
sx 53
sx 54
sx 55
sx 56
sx 57
sx 58
sx 59
