64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
cx 38 39
cx 39 40
u1 40 -1.9847351229067201
cx 39 40
cx 40 41
u1 41 -2.7730774879844002
cx 40 41
cx 41 42
u1 42 -1.9964765971866889
cx 41 42
cx 42 43
u1 43 1.5369120314721396
cx 42 43
cx 43 44
u1 44 -3.0341620863620173
cx 43 44
cx 44 45
u1 45 -1.5283699916531863
cx 44 45
cx 45 46
u1 46 0.73816198430231239
cx 45 46
cx 46 47
u1 47 -1.9619988946350446
cx 46 47
cx 47 48
u1 48 -0.75637493487254126
cx 47 48
cx 48 49
u1 49 2.3017738827645609
cx 48 49
cx 49 50
u1 50 -1.4749617445122141
cx 49 50
cx 50 51
u1 51 -3.0963956307470895
cx 50 51
cx 51 52
u1 52 0.93922659061000768
cx 51 52
cx 52 53
u1 53 -0.51468375115176634
cx 52 53
cx 53 54
u1 54 0.30251580786351884
cx 53 54
cx 54 55
u1 55 -0.41056696923709435
cx 54 55
cx 55 56
u1 56 -0.072845024388546342
cx 55 56
cx 56 57
u1 57 -2.9798722543608775
cx 56 57
cx 57 58
u1 58 1.2854671513710478
cx 57 58
cx 58 59
u1 59 2.4979942168231766
cx 58 59
cx 59 60
u1 60 1.0078906886409804
cx 59 60
cx 60 61
u1 61 -1.5116803198473678
cx 60 61
cx 61 62
u1 62 1.9401097912240797
cx 61 62
cx 62 63
u1 63 1.1740807308876224
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
