64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 60 2.7433583847802971
u1 61 -1.1404192367819217
u1 62 2.6996379520576723
u1 63 0.94687975662122703
cx 0 1
u1 1 0.49838776280528485
cx 0 1
cx 1 2
u1 2 1.9310827349243338
cx 1 2
cx 2 3
u1 3 2.420270501017086
cx 2 3
cx 3 4
u1 4 -2.1551503136441283
cx 3 4
cx 4 5
u1 5 -2.1819235380373962
cx 4 5
cx 5 6
u1 6 1.8818952081049716
cx 5 6
cx 6 7
u1 7 -1.6420890204685783
cx 6 7
cx 7 8
u1 8 -0.99900411826452995
cx 7 8
cx 8 9
u1 9 0.51558628576185495
cx 8 9
cx 9 10
u1 10 -2.2197247029158795
cx 9 10
cx 10 11
u1 11 -2.4515848844429655
cx 10 11
cx 11 12
u1 12 -2.8446234561460146
cx 11 12
cx 12 13
u1 13 1.0456418021457132
cx 12 13
cx 13 14
u1 14 -0.33417284806998676
cx 13 14
cx 14 15
u1 15 -0.27490610670084836
cx 14 15
cx 15 16
u1 16 -1.0737938874813473
cx 15 16
cx 16 17
u1 17 -2.5755626195430708
cx 16 17
cx 17 18
u1 18 1.9167893609137889
cx 17 18
cx 18 19
u1 19 -1.5630764015588001
cx 18 19
cx 19 20
u1 20 -2.29849845293296
cx 19 20
cx 20 21
u1 21 -0.072659860349379102
cx 20 21
cx 21 22
u1 22 -0.4162053597140325
cx 21 22
cx 22 23
u1 23 2.4433578572426811
cx 22 23
cx 23 24
u1 24 0.38688849099784406
cx 23 24
cx 24 25
u1 25 0.0339562061789902
cx 24 25
cx 25 26
u1 26 -1.3766655532286851
cx 25 26
cx 26 27
u1 27 -0.039844355289693212
cx 26 27
cx 27 28
u1 28 2.8133080857324781
cx 27 28
cx 28 29
u1 29 2.5369813079040302
cx 28 29
cx 29 30
u1 30 -2.4765019885047161
cx 29 30
cx 30 31
u1 31 2.5499718873424815
cx 30 31
cx 31 32
u1 32 -1.2222527202725297
cx 31 32
cx 32 33
u1 33 -2.1503935406348749
cx 32 33
cx 33 34
u1 34 -1.1350632766072408
cx 33 34
cx 34 35
u1 35 -2.6205918626699454
cx 34 35
cx 35 36
u1 36 0.94365577831526493
cx 35 36
cx 36 37
u1 37 1.2366605798167447
cx 36 37
cx 37 38
u1 38 -0.96335138676350063
cx 37 38
cx 38 39
u1 39 2.3722559737549229
cx 38 39
cx 39 40
u1 40 1.1652630480838471
cx 39 40
cx 40 41
u1 41 2.9260100589526825
cx 40 41
cx 41 42
u1 42 2.1929472786082265
cx 41 42
cx 42 43
u1 43 -2.1605478799503146
cx 42 43
cx 43 44
u1 44 -2.4322070611983975
cx 43 44
cx 44 45
u1 45 -2.1105518688005311
cx 44 45
cx 45 46
u1 46 2.4439870430889492
cx 45 46
cx 46 47
u1 47 -0.49069796691463097
cx 46 47
cx 47 48
u1 48 -1.2441989555456701
cx 47 48
cx 48 49
u1 49 1.5744495434435901
cx 48 49
cx 49 50
u1 50 -1.479093913317012
cx 49 50
cx 50 51
u1 51 1.3564774922165022
cx 50 51
cx 51 52
u1 52 0.74803663089069161
cx 51 52
cx 52 53
u1 53 2.1023515470537895
cx 52 53
cx 53 54
u1 54 -0.90720069817797633
cx 53 54
cx 54 55
u1 55 2.6121948068748653
cx 54 55
cx 55 56
u1 56 3.0727819297475367
cx 55 56
cx 56 57
u1 57 1.6517162703676078
cx 56 57
cx 57 58
u1 58 -0.83324663073133109
cx 57 58
cx 58 59
u1 59 3.00353611486495
cx 58 59
cx 59 60
u1 60 -2.6980264131681437
cx 59 60
cx 60 61
u1 61 -0.042809065596259188
cx 60 61
cx 61 62
u1 62 3.0267693524697141
cx 61 62
cx 62 63
u1 63 1.9496778968134123
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
