64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 11 -3.0574014198460997
cx 10 11
cx 11 12
u1 12 2.8764336815376286
cx 11 12
cx 12 13
u1 13 1.7786525616608948
cx 12 13
cx 13 14
u1 14 -0.94089685789539956
cx 13 14
cx 14 15
u1 15 -1.0475827979876087
cx 14 15
cx 15 16
u1 16 -0.17044063679211932
cx 15 16
cx 16 17
u1 17 1.3265001239706715
cx 16 17
cx 17 18
u1 18 -1.0866654341904987
cx 17 18
cx 18 19
u1 19 -1.4002286031626952
cx 18 19
cx 19 20
u1 20 -2.1963859589491621
cx 19 20
cx 20 21
u1 21 2.8545074674772306
cx 20 21
cx 21 22
u1 22 -0.14303487562011341
cx 21 22
cx 22 23
u1 23 -1.1680098046869922
cx 22 23
cx 23 24
u1 24 -2.9281779019495779
cx 23 24
cx 24 25
u1 25 -1.4721480622143872
cx 24 25
cx 25 26
u1 26 2.9159490592440704
cx 25 26
cx 26 27
u1 27 -0.91838818977193171
cx 26 27
cx 27 28
u1 28 1.1778714366880516
cx 27 28
cx 28 29
u1 29 2.6931814068371089
cx 28 29
cx 29 30
u1 30 0.44934690761391494
cx 29 30
cx 30 31
u1 31 1.7121089424157958
cx 30 31
cx 31 32
u1 32 2.8357395376056775
cx 31 32
cx 32 33
u1 33 -0.31494710806779569
cx 32 33
cx 33 34
u1 34 3.012117065058622
cx 33 34
cx 34 35
u1 35 -2.8730663897087894
cx 34 35
cx 35 36
u1 36 -0.92110413934684843
cx 35 36
cx 36 37
u1 37 0.12597146147974403
cx 36 37
cx 37 38
u1 38 1.5648622392940705
cx 37 38
cx 38 39
u1 39 -1.9820296276446143
cx 38 39
cx 39 40
u1 40 1.3539911865234338
cx 39 40
cx 40 41
u1 41 -0.62707470214904015
cx 40 41
cx 41 42
u1 42 -3.0822296829086375
cx 41 42
cx 42 43
u1 43 3.0413384967462722
cx 42 43
cx 43 44
u1 44 0.33032322070401143
cx 43 44
cx 44 45
u1 45 0.42677358964687606
cx 44 45
cx 45 46
u1 46 1.6291328721537053
cx 45 46
cx 46 47
u1 47 1.1204942349101521
cx 46 47
cx 47 48
u1 48 -1.4840566486539508
cx 47 48
cx 48 49
u1 49 1.3038677832219561
cx 48 49
cx 49 50
u1 50 2.7115146791558762
cx 49 50
cx 50 51
u1 51 -2.2656994259502756
cx 50 51
cx 51 52
u1 52 -0.43085554086297151
cx 51 52
cx 52 53
u1 53 1.1737707375209157
cx 52 53
cx 53 54
u1 54 1.2967624662566792
cx 53 54
cx 54 55
u1 55 -0.30799137576186575
cx 54 55
cx 55 56
u1 56 -1.5917888967226883
cx 55 56
cx 56 57
u1 57 -2.6230746157870382
cx 56 57
cx 57 58
u1 58 2.1805711277908961
cx 57 58
cx 58 59
u1 59 1.1349120233185843
cx 58 59
cx 59 60
u1 60 -0.14761339238985638
cx 59 60
cx 60 61
u1 61 -2.3042261887453557
cx 60 61
cx 61 62
u1 62 -0.46506037187118743
cx 61 62
cx 62 63
u1 63 -2.5821994575212583
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
