64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 45 0.28022634057255758
cx 44 45
cx 45 46
u1 46 1.9899389319209071
cx 45 46
cx 46 47
u1 47 1.9542561284807114
cx 46 47
cx 47 48
u1 48 3.1338277359600015
cx 47 48
cx 48 49
u1 49 -1.0530327344456776
cx 48 49
cx 49 50
u1 50 -1.7297538185928936
cx 49 50
cx 50 51
u1 51 2.580978022202824
cx 50 51
cx 51 52
u1 52 0.99275643670851865
cx 51 52
cx 52 53
u1 53 -2.0008137517885825
cx 52 53
cx 53 54
u1 54 -1.8025208982232737
cx 53 54
cx 54 55
u1 55 2.331743061690787
cx 54 55
cx 55 56
u1 56 2.8482991613671365
cx 55 56
cx 56 57
u1 57 -0.84369949904286745
cx 56 57
cx 57 58
u1 58 -0.59245527451697022
cx 57 58
cx 58 59
u1 59 -0.2798067087413898
cx 58 59
cx 59 60
u1 60 0.30126696818755327
cx 59 60
cx 60 61
u1 61 0.55809865774636869
cx 60 61
cx 61 62
u1 62 -2.037663490174924
cx 61 62
cx 62 63
u1 63 -2.9733770990337351
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
