64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
cx 7 8
u1 8 -1.2347743799195756
cx 7 8
cx 8 9
u1 9 2.759166946432881
cx 8 9
cx 9 10
u1 10 2.578263894200802
cx 9 10
cx 10 11
u1 11 -2.0934636863427194
cx 10 11
cx 11 12
u1 12 0.32823806850235293
cx 11 12
cx 12 13
u1 13 -1.5674682480560502
cx 12 13
cx 13 14
u1 14 -0.38434348078980829
cx 13 14
cx 14 15
u1 15 2.9423782354539489
cx 14 15
cx 15 16
u1 16 1.4538153911997527
cx 15 16
cx 16 17
u1 17 2.5636796329588645
cx 16 17
cx 17 18
u1 18 2.4488420758073737
cx 17 18
cx 18 19
u1 19 -0.15204209605890182
cx 18 19
cx 19 20
u1 20 2.7198507178829616
cx 19 20
cx 20 21
u1 21 -2.750243046093706
cx 20 21
cx 21 22
u1 22 -1.4106130450138039
cx 21 22
cx 22 23
u1 23 -1.0659752048584394
cx 22 23
cx 23 24
u1 24 0.18612205909396629
cx 23 24
cx 24 25
u1 25 -0.98118429162163068
cx 24 25
cx 25 26
u1 26 0.12767386020875016
cx 25 26
cx 26 27
u1 27 -2.5132685762554594
cx 26 27
cx 27 28
u1 28 -2.6364188803419006
cx 27 28
cx 28 29
u1 29 -0.89748047126836927
cx 28 29
cx 29 30
u1 30 0.93793080040071541
cx 29 30
cx 30 31
u1 31 1.6625539630183876
cx 30 31
cx 31 32
u1 32 1.537969387002857
cx 31 32
cx 32 33
u1 33 -2.2783251358511407
cx 32 33
cx 33 34
u1 34 1.8386804608906271
cx 33 34
cx 34 35
u1 35 1.4548137274428683
cx 34 35
cx 35 36
u1 36 0.25061570219754747
cx 35 36
cx 36 37
u1 37 -1.9912586986640313
cx 36 37
cx 37 38
u1 38 2.0617971742528702
cx 37 38
cx 38 39
u1 39 -0.069353379467576914
cx 38 39
cx 39 40
u1 40 0.42721706771597168
cx 39 40
cx 40 41
u1 41 2.4607977403866172
cx 40 41
cx 41 42
u1 42 1.1382426452440839
cx 41 42
cx 42 43
u1 43 2.4940891087536912
cx 42 43
cx 43 44
u1 44 2.327932640576531
cx 43 44
cx 44 45
u1 45 -0.63607530785784672
cx 44 45
cx 45 46
u1 46 1.1466051712043637
cx 45 46
cx 46 47
u1 47 2.84704634339408
cx 46 47
cx 47 48
u1 48 -1.4322376075827177
cx 47 48
cx 48 49
u1 49 0.13690212361868248
cx 48 49
cx 49 50
u1 50 -0.27656635456423473
cx 49 50
cx 50 51
u1 51 -2.2320077631907012
cx 50 51
cx 51 52
u1 52 0.26675111624549963
cx 51 52
cx 52 53
u1 53 -1.9958332545975939
cx 52 53
cx 53 54
u1 54 1.3475202652224745
cx 53 54
cx 54 55
u1 55 -2.9065228553632529
cx 54 55
cx 55 56
u1 56 -1.551581119638195
cx 55 56
cx 56 57
u1 57 1.3956103964262212
cx 56 57
cx 57 58
u1 58 1.6220846771257982
cx 57 58
cx 58 59
u1 59 -0.37286329578164867
cx 58 59
cx 59 60
u1 60 -2.2304858725005694
cx 59 60
cx 60 61
u1 61 -2.0651636461796219
cx 60 61
cx 61 62
u1 62 -2.7819079549865156
cx 61 62
cx 62 63
u1 63 2.8448710100701664
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
