64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 41 -1.9661753625211773
cx 40 41
cx 41 42
u1 42 -1.6575007216365645
cx 41 42
cx 42 43
u1 43 -0.93686261868383625
cx 42 43
cx 43 44
u1 44 -2.2045674668485091
cx 43 44
cx 44 45
u1 45 -2.9837176637963054
cx 44 45
cx 45 46
u1 46 -2.4526070953306771
cx 45 46
cx 46 47
u1 47 2.9084117446168758
cx 46 47
cx 47 48
u1 48 2.3693774719316796
cx 47 48
cx 48 49
u1 49 -0.20261050467629449
cx 48 49
cx 49 50
u1 50 -2.7546526039728185
cx 49 50
cx 50 51
u1 51 -3.0114043595325448
cx 50 51
cx 51 52
u1 52 -2.1036013834191287
cx 51 52
cx 52 53
u1 53 -1.3875132459119719
cx 52 53
cx 53 54
u1 54 0.58790376145562506
cx 53 54
cx 54 55
u1 55 -0.63160083500551356
cx 54 55
cx 55 56
u1 56 2.2749537973358258
cx 55 56
cx 56 57
u1 57 2.9587805397385618
cx 56 57
cx 57 58
u1 58 1.0706945171419004
cx 57 58
cx 58 59
u1 59 0.66023937219441287
cx 58 59
cx 59 60
u1 60 -0.41635369098855612
cx 59 60
cx 60 61
u1 61 2.3383073704424695
cx 60 61
cx 61 62
u1 62 -2.7780134994710113
cx 61 62
cx 62 63
u1 63 -1.0942341621521567
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
