64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 56 1.4834599016183834
u1 57 -1.2738240223039599
u1 58 0.88204534097036458
u1 59 -0.072383625512340899
u1 60 -0.083700680963803897
u1 61 -0.7193153462029338
u1 62 0.033936660601119328
u1 63 0.700109675138604
cx 0 1
u1 1 -1.8771572633880211
cx 0 1
cx 1 2
u1 2 2.7589340980094637
cx 1 2
cx 2 3
u1 3 -0.99345565588667739
cx 2 3
cx 3 4
u1 4 1.1326121149103292
cx 3 4
cx 4 5
u1 5 -0.11506467377565066
cx 4 5
cx 5 6
u1 6 -2.3754312796126218
cx 5 6
cx 6 7
u1 7 3.1074640811300784
cx 6 7
cx 7 8
u1 8 2.3553727478097475
cx 7 8
cx 8 9
u1 9 1.2979534409820124
cx 8 9
cx 9 10
u1 10 -1.5175942942225014
cx 9 10
cx 10 11
u1 11 2.5331213937469923
cx 10 11
cx 11 12
u1 12 2.3253347288859918
cx 11 12
cx 12 13
u1 13 -2.5648420064620918
cx 12 13
cx 13 14
u1 14 1.0984779469974129
cx 13 14
cx 14 15
u1 15 -3.1258533380319933
cx 14 15
cx 15 16
u1 16 -0.24965731694188431
cx 15 16
cx 16 17
u1 17 -1.3331686602754178
cx 16 17
cx 17 18
u1 18 -1.9731898592943526
cx 17 18
cx 18 19
u1 19 -1.7076030398548714
cx 18 19
cx 19 20
u1 20 -2.0580498563115839
cx 19 20
cx 20 21
u1 21 -1.6854083728044316
cx 20 21
cx 21 22
u1 22 2.6163320365334712
cx 21 22
cx 22 23
u1 23 -2.7986631306763869
cx 22 23
cx 23 24
u1 24 -0.19120864017606909
cx 23 24
cx 24 25
u1 25 1.470381424699807
cx 24 25
cx 25 26
u1 26 -0.42375925625913347
cx 25 26
cx 26 27
u1 27 2.3855355304518966
cx 26 27
cx 27 28
u1 28 -0.50338802248178993
cx 27 28
cx 28 29
u1 29 -2.2299152677122835
cx 28 29
cx 29 30
u1 30 -0.004479308376649449
cx 29 30
cx 30 31
u1 31 -2.1476394880384646
cx 30 31
cx 31 32
u1 32 -0.94732419491277131
cx 31 32
cx 32 33
u1 33 -2.6027772950535049
cx 32 33
cx 33 34
u1 34 -2.2166779479653353
cx 33 34
cx 34 35
u1 35 0.87078153878324471
cx 34 35
cx 35 36
u1 36 2.7360425489980233
cx 35 36
cx 36 37
u1 37 0.49404158371949691
cx 36 37
cx 37 38
u1 38 2.2790471702519031
cx 37 38
cx 38 39
u1 39 0.17539128527503223
cx 38 39
cx 39 40
u1 40 0.52803231123395655
cx 39 40
cx 40 41
u1 41 -2.769548832103931
cx 40 41
cx 41 42
u1 42 0.10270601097900989
cx 41 42
cx 42 43
u1 43 1.3415036645959664
cx 42 43
cx 43 44
u1 44 -0.21992034833278329
cx 43 44
cx 44 45
u1 45 -2.2991679894510728
cx 44 45
cx 45 46
u1 46 1.4711512083029099
cx 45 46
cx 46 47
u1 47 0.85488315240518387
cx 46 47
cx 47 48
u1 48 -1.385411856619621
cx 47 48
cx 48 49
u1 49 2.8157973559465326
cx 48 49
cx 49 50
u1 50 1.4019469745639737
cx 49 50
cx 50 51
u1 51 -2.4424637987977977
cx 50 51
cx 51 52
u1 52 2.2020152809944236
cx 51 52
cx 52 53
u1 53 -2.2904693905376501
cx 52 53
cx 53 54
u1 54 -2.3855233966708145
cx 53 54
cx 54 55
u1 55 2.0387924272875519
cx 54 55
cx 55 56
u1 56 -0.8080227491159695
cx 55 56
cx 56 57
u1 57 -2.6882286712384085
cx 56 57
cx 57 58
u1 58 -0.0093076806814611501
cx 57 58
cx 58 59
u1 59 -0.46590812737442633
cx 58 59
cx 59 60
u1 60 2.6892862913638496
cx 59 60
cx 60 61
u1 61 2.7918860656958175
cx 60 61
cx 61 62
u1 62 0.28801090451071776
cx 61 62
cx 62 63
u1 63 1.6224963884592434
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
